22;;I know, it's his carrot which is on the roof, yes!! Tell me, we call this a carrot, right? ;I don't think;;;24
22;;I know, it's his carrot which is on the roof, yes!! Tell me, we call this a carrot, right? ;;;;24
23;; Yes, you are right ! It's not a carrot, but a boot.;;;;25
23;; Yes, you are right ! It's not a carrot, but a boot.;[it];;;25
23;; Yes, you are right ! It's not a carrot, but a boot.;[yes];;;25
24;;Hum, wait! We do not call this in that way ?! Hum, now I remember, it's called a boot.;;;;25
24;;Hum, wait! We do not call this in that way ?! Hum, now I remember, it's called a boot.;[right];;;25
24;;Hum, wait! We do not call this in that way ?! Hum, now I remember, it's called a boot.;[yes];;;25
25;;Yes, that's it. Salim threw up his boot to drop the ball !!!;;;;26
26;;Duh ! he missed it ! The ball is still stuck and the carro... hem, I mean the boot is also stuck now !;;;;
